终端,模块,菜单,功能,描述,开发状态
PC端,登录,登录,登录,账号密码登录、账号密码验证，支持记住密码,已实现
PC端,首页,首页,数据统计,展示数据权限下本月应收款金额、本月已收款金额、本月退款金额、本月工单数、本月巡检记录数,已实现
PC端,首页,首页,待办事项列表,待派工单列表、待处理工单列表、待巡检任务列表、逾期账单列表，这里的数据仅展示当前待我处理的，点击数据可跳转到对应详情页面,已实现
PC端,首页,首页,物业费统计,当前总面积、租赁面积、自用面积、在租租户数量、在用业主数量、物业费实时均价,已实现
PC端,基础信息,楼宇管理,楼宇列表,查看楼宇列表，支持新增、编辑、删除、查询筛选,已实现
PC端,基础信息,楼宇管理,楼宇信息,录入楼宇名称、面积、负责人、联系电话、位置等信息
PC端,基础信息,楼宇管理,楼层管理,创建、编辑、删除楼层（有房源的楼层不能删除）
PC端,基础信息,楼宇管理,批量创建楼层,输入开始和结束楼层数值，自动生成对应层数，也支持单个创建楼层，楼层号可以手动修改
PC端,基础信息,楼宇管理,楼层排序,手动拖动调整楼层排序
PC端,基础信息,楼宇管理,楼层面积,自动计算楼层面积（等于本层所有房源管理面积之和）
PC端,基础信息,项目管理,项目列表,查看项目列表，支持新增、编辑、删除、查询筛选
PC端,基础信息,项目管理,项目信息,录入项目名称、位置（高德地图）、占地面积、绿化面积、负责人、联系电话
PC端,基础信息,项目管理,关联楼宇,关联多个楼宇，展示楼宇名称和面积
PC端,基础信息,房源管理,房源列表,查看房源列表，支持新增、编辑、删除、查询筛选
PC端,基础信息,房源管理,房源信息,录入房源名称、房号、管理面积、所属楼宇、所属楼层、房源类型、房源状态、招商状态等字段
PC端,基础信息,房源管理,租客列表,展示房源下所有租客列表（租客名称、租赁面积、租赁起至日期、入住日期）
PC端,基础信息,租客管理,租客列表,查看租客列表，支持新增、编辑、删除、查询筛选、租户详情
PC端,基础信息,租客管理,租客信息,录入租客类型、公司名称、入住日期、租期起止日期、所属楼宇、租赁房号、租赁面积
PC端,基础信息,租客管理,批量导入,批量导入租客信息，支持下载失败记录
PC端,基础信息,租户详情-租客员工管理,员工账号列表,查看租客员工列表，支持新增、编辑、删除、启用 / 禁用
PC端,基础信息,租户详情-租客员工管理,员工信息,录入员工手机号、姓名、所属租客、是否为租客管理员、所属楼宇
PC端,基础信息,租户详情-租客员工管理,批量导入,批量导入租客员工信息，支持下载失败记录
PC端,基础信息,租户详情-租客员工管理,设置租户管理员,系统管理员设置租客管理员
PC端,系统管理,物业公司管理,物业公司列表,展示当前系统中所有物业公司数据，只有超级管理员有这个菜单,已实现
PC端,系统管理,物业公司管理,新建物业公司,再系统中新建物业公司,开发中
PC端,系统管理,物业公司管理,编辑物业公司,在系统中编辑已有物业公司信息
PC端,系统管理,物业公司管理,删除物业公司,删除已有物业公司，物业公司下已有账号的不能删除
PC端,系统管理,物业公司管理,查询筛选物业公司,支持根据名称模糊查询筛选物业公司
PC端,系统管理,部门管理,部门列表,查看部门列表，支持新增、编辑、删除
PC端,系统管理,部门管理,部门信息,录入部门名称、上级部门、部门负责人、负责项目、负责楼宇、所属物业公司
PC端,系统管理,角色管理,角色列表,查看角色列表，支持新增、编辑、删除
PC端,系统管理,角色管理,数据权限,配置角色数据权限
PC端,系统管理,角色管理,角色菜单,配置菜单功能权限
PC端,系统管理,物业员工账号管理,物业员工账号列表,查看员工列表，支持新增、编辑、删除、启用 / 禁用
PC端,系统管理,物业员工账号管理,物业员工账号信息,录入员工姓名、手机号、密码、所属项目、所属部门、岗位、是否为组长、管理业务类型、所属角色、所属物业公司等，
PC端,系统管理,字典管理,字典列表,查看字典列表，支持新增、编辑、删除
PC端,系统管理,字典管理,字典信息,录入字典信息
PC端,系统管理,系统参数,参数配置,配置系统参数
PC端,系统管理,系统日志,登录日志,查看用户登录日志
PC端,系统管理,系统日志,操作日志,查看用户操作日志
PC端,系统管理,系统监控,性能监控,监控系统性能
PC端,系统管理,系统监控,异常监控,监控系统异常
PC端,系统管理,数据备份,自动备份,系统自动备份数据库（每天一次，保留 30 天）
PC端,物业服务设置,NFC标签管理,NFC标签列表,查看NFC列表，支持新增、编辑、删除，查询筛选、批量导入
PC端,物业服务设置,NFC标签管理,NFC标签信息,录入NFC编号、名称、类型、位置、巡检业务类型（设备巡检、绿化巡检、安保巡检、工程巡检）、状态（使用中、闲置）使用详情
PC端,物业服务设置,设备台账,设备列表,查看设备列表，支持新增、编辑、删除，查询筛选
PC端,物业服务设置,设备台账,设备信息,录入设备编号、名称、类型、位置、投入使用日期、供应商、绑定NFC 标签
PC端,物业服务设置,工单类型管理,类型列表,查看工单类型列表，支持新增、编辑、删除
PC端,物业服务设置,工单超时设置,设置列表,查看超时设置列表
PC端,物业服务设置,工单超时设置,设置信息,设置响应超时时间、处理超时
PC端,物业服务,设备维保记录,维保列表,增删改查设备维保记录
PC端,物业服务,设备维保记录,维保信息详情,录入维保类型、日期、人员、费用、内容
PC端,物业服务,卫生吐槽管理,吐槽列表,查看租户端用户提交的吐槽信息列表，支持查询筛选，详情查看，吐槽处理
PC端,物业服务,卫生吐槽管理,吐槽详情,查看吐槽详情，支持分配处理人员、记录处理结果
PC端,物业服务,巡检计划管理,计划列表,查看巡检计划列表，支持新增、编辑、删除、启用 / 停用
PC端,物业服务,巡检计划管理,计划信息,录入计划名称、巡检类型、巡检周期、巡检人员、巡检路线、检查项目、NFC
PC端,物业服务,巡检任务管理,任务列表,查看巡检任务列表
PC端,物业服务,巡检任务管理,任务详情,查看巡检任务详情
PC端,物业服务,巡检记录管理,记录列表,查看巡检记录列表，支持导出
PC端,物业服务,巡检记录管理,记录详情,查看巡检记录详情
PC端,物业服务,巡检记录管理,操作日志,查看巡检操作日志
PC端,物业服务,工单管理,工单列表,查看工单列表，支持按时间、工单类型、处理人筛选，支持导出，工单来源于巡检异常提交工单，以及租客提交的报事报修
PC端,物业服务,工单管理,工单详情,查看工单详情，支持派单、重新派单、取消
PC端,物业服务,工单管理,多状态展示,不同状态工单在不同 table 中展示（待派单 / 待响应 / 处理中 / 待评价 / 评价完成 / 已取消）
PC端,物业服务,工单管理,操作日志,查看工单操作日志
PC端,物业服务,工单管理,工单收费,租客报事报修时有些公共设施是免费的，但是非公共设施的维修时需要收费的，需要在租客报事保修时提示租客，让租客保修报事时选择物品，自动判断若时公共设施则免费，若不是公共设施，则可能需要收费要提示下用户，师傅报价收费录入工单记录即可
PC端,物业服务,公告管理,公告列表,查看公告列表，支持新增、编辑、删除、
PC端,物业服务,公告管理,公告信息,录入公告标题、内容、附件图片、发布范围、发布时间、发布对象（选择楼宇）
PC端,物业服务,公告管理,发布状态,设置公告状态（草稿 / 已发布/下架）
PC端,物业服务,公告管理,阅读统计,查看公告阅读人数
PC端,财务设置,收款账户管理,账户列表,查看收款账户列表，支持新增、编辑、删除
PC端,财务设置,收款账户管理,账户信息,录入账户名称、开户行、银行账号、所属物业公司、开户名称等等
PC端,财务设置,催缴打印模板管理,模板列表,查看打印模板列表，支持新增、编辑、删除、启用/禁用
PC端,财务设置,催缴打印模板管理,模板信息,录入模板名称、模板类型、模板 DOCX文件上传
PC端,财务设置,催缴打印模板管理,打印占位符,展示所有可以打印字段占位符点击可复制，配置到打印模板中
PC端,财务设置,自动催缴设置,催缴配置,设置自动催缴（开关、日期、时间）
PC端,财务设置,账单规则,规则列表,查看账单规则列表，支持新增、编辑、删除、启用 / 停用
PC端,财务设置,账单规则,规则信息,录入规则名称、费用类型、应收金额、折扣率、减免金额、适用租客 / 楼宇 / 房源、账期
PC端,收费管理,账单管理,账单列表,查看账单列表，支持新增、批量删除、导出
PC端,收费管理,账单管理,账单信息,基于规则手动生成账单，录入应收日期、备注
PC端,收费管理,账单管理,账单详情,查看账单详情（应收金额、已缴纳金额、需缴纳金额、账单状态、结清状态）
PC端,收费管理,账单管理,账单状态管理,开启 / 关闭账单
PC端,收费管理,账单管理,线下缴费,录入线下缴费记录
PC端,收费管理,账单管理,退费,创建退费记录
PC端,收费管理,账单管理,催缴,一键发送催缴通知
PC端,收费管理,账单管理,打印催缴单,选择模板打印催缴单
PC端,收费管理,账单管理,操作日志,查看账单操作日志
PC端,收费管理,缴纳记录,缴纳列表,查看所有缴纳记录，支持导出
PC端,收费管理,缴纳记录,缴纳详情,查看缴纳详情（缴纳总额、各账单缴纳金额）
PC端,收费管理,退费记录,退费列表,查看所有退费记录，支持导出
PC端,收费管理,退费记录,退费详情,查看退费详情
PC端,收费管理,催缴管理,催缴列表,查看所有催缴记录，支持导出
PC端,收费管理,催缴管理,催缴详情,查看催缴详情
租客小程序,登录,登录,账号登录,使用手机号 + 密码登录
租客小程序,登录,登录,邀请码登录,通过扫描邀请码登录时仅需要授权手机号，则自动将此账号加入这个邀请码所属的租客下，邀请码时用过1次后就失效的不能重复用
租客小程序,首页,租客切换,租客切换,根据当前账号所属的租客来切换，若同时在两个租客下则可切换租客，切换租客后看到的数据也跟着租客所属楼宇，以及租客信息变更
租客小程序,首页,公告,公告列表,可查看当前租客所属楼宇下已发布状态的公告列表按照发布时间倒序排列，点击可进入公告详情
租客小程序,首页,公告,公告详情,展示公告详细信息，包含标题、发布时间、内容等
租客小程序,首页,报事保修,提交报修,选择报修类型、描述问题、上传图片、选择位置
租客小程序,首页,报事保修,查看工单,查看我的工单列表
租客小程序,首页,报事保修,工单详情,查看工单详情
租客小程序,首页,报事保修,工单评价,对完成的工单进行评价（1-5 星 + 评价内容）
租客小程序,首页,吐槽反馈,提交吐槽,选择位置、描述问题、上传图片
租客小程序,首页,吐槽反馈,查看吐槽,查看我的吐槽列表
租客小程序,首页,吐槽反馈,吐槽详情,查看吐槽详情和处理进度
租客小程序,首页,消息通知,消息通知,查看小程序内通知（账单催缴、工单、公告等）
租客小程序,首页,消息通知,跳转详情,点击通知跳转到对应详情页面
租客小程序,首页,员工管理（仅租户管理员）,邀请员工,点击邀请按钮，生成唯一邀请码，邀请码用过即失效
租客小程序,首页,员工管理（仅租户管理员）,员工列表,展示当前租户下所有员工账号
租客小程序,首页,员工管理（仅租户管理员）,移除员工,移除当前员工账号，逻辑删除，删除后不影响这个员工产生的历史记录
租客小程序,首页,企业账单（仅租户管理员）,账单列表,查看当前租客的账单列表（仅租客管理员可看）分为逾期账单、其他账单，支持账单查询筛选
租客小程序,首页,企业账单（仅租户管理员）,账单详情,查看账单详情（应收金额、已缴纳金额、需缴纳金额、缴纳记录）
租客小程序,首页,企业账单（仅租户管理员）,在线支付,微信支付账单
租客小程序,首页,企业账单（仅租户管理员）,批量支付,选择多个账单批量支付
租客小程序,首页,企业账单（仅租户管理员）,缴纳记录,查看缴纳记录详情
租客小程序,首页,企业账单（仅租户管理员）,退费记录,查看退费记录详情
租客小程序,个人中心,个人信息,查看信息,查看个人信息
租客小程序,个人中心,修改密码,修改密码,输入原密码和新密码，修改密码
租客小程序,个人中心,关于,版本,版本号展示
租客小程序,个人中心,关于,关于我们,关于我们的介绍
物业员工端,登录,登录,账号登录,使用手机号 + 密码登录
物业员工端,登录,登录,记住密码,支持记住密码
物业员工端,我的待办,工单待办,待办工单列表,待我处理的工单列表，可进入详情处理工单
物业员工端,我的待办,巡检待办,待办巡检列表,带我处理的巡检任务，可进入详情进行NFC巡检完成
物业员工端,工单管理,工单管理,工单列表,查看工单列表按照不同状态区分table列表展示，点击可进入工单详情，支持查看我提交的
物业员工端,工单管理,工单管理,工单详情,查看工单信息进入详情也页面
物业员工端,工单管理,工单管理,接单处理,填写处理记录（文字 + 图片），完成工单
物业员工端,巡检管理,巡检任务,查看任务,查看待巡检任务列表
物业员工端,巡检管理,巡检任务,任务详情,查看巡检任务详情（路线和检查点）开始巡检，进行NFC感应，感应完本次巡检任务中关联的所有NFC则巡检自动完成；
物业员工端,巡检管理,执行巡检,NFC 感应,按路线顺序或者自由顺序感应 NFC 标签，根据巡检计划要求进行
物业员工端,巡检管理,执行巡检,检查项目,对每个检查项目标记正常 / 异常
物业员工端,巡检管理,执行巡检,异常上报,异常拍照、选择严重级别、自动生成工单需要手工填写工单信息
物业员工端,巡检管理,巡检记录,查看记录,查看已完成巡检记录
物业员工端,巡检管理,巡检记录,记录详情,查看巡检记录详情
物业员工端,公告查看,公告列表,查看公告,查看公告列表
物业员工端,公告查看,公告详情,公告详情,查看公告详情
物业员工端,消息通知,消息列表,消息通知,查看小程序内通知（工单、巡检、公告等）
物业员工端,消息通知,消息跳转,跳转详情,点击通知跳转到对应详情页面
物业员工端,个人中心,个人信息,查看信息,查看个人信息
物业员工端,个人中心,修改密码,修改密码,输入原密码和新密码，修改密码
物业员工端,个人中心,关于,版本,版本号展示
物业员工端,个人中心,关于,关于我们,关于我们的介绍
